pitcher_name,game_year,team,pitcher,player_name.x,role,appearences,threat,pressure,momentum,danger,hero_save,hero_hold,hero_losing,hero_total,threat_plus,pressure_plus,momentum_plus,danger_plus,hero_save_plus,hero_hold_plus,hero_losing_plus,hero_plus,player_name.y,avg_danger_final,total_appearances.x,player_name,avg_net_danger,total_appearances.y
Joe Jiménez,2023,ATL,641729,"Jiménez, Joe",RP,59,0.49819464,-0.082965591,0.007424022,-0.036746169,1.200530041,0.112991852,0.643321351,1.956843244,108.5719604,95.1425313,112.5395732,98.06733153,100.0468435,92.49651082,104.2132549,97.81060554,"Jiménez, Joe",-0.003248778,59,"Jiménez, Joe",0.033497391,59
Joe Jiménez,2024,ATL,641729,"Jiménez, Joe",RP,69,0.451558277,-0.126785293,0.005770783,-0.04876384,3.336338122,1.248144988,0.371630156,4.956113266,100.5261604,109.9980923,100.4192759,109.3051391,114.1829369,104.9018387,96.98128475,111.4617717,"Jiménez, Joe",-0.005279939,69,"Jiménez, Joe",0.043483901,69
Joe Kelly,2023,LAD,523260,"Kelly, Joe",RP,42,0.44327121,-0.117547308,0.005366556,-0.041819945,-0.266701196,1.316767725,0.036036134,1.086102662,96.34268794,106.9758642,96.34253471,102.5859546,89.26060011,108.1556398,88.13610591,93.17557257,"Kelly, Joe",-0.005214968,42,"Kelly, Joe",0.036604977,42
Joe Kelly,2024,LAD,523260,"Kelly, Joe",RP,35,0.517376376,-0.108193025,0.005531165,-0.04768346,0.92331989,0.35780248,0.119229417,1.400351787,117.6074129,103.5390413,98.27453054,108.3503463,97.28225685,94.60355265,90.30347438,94.00528519,"Kelly, Joe",-0.004469154,35,"Kelly, Joe",0.043214306,35
Joe La Sorsa,2023,WSH,686747,"La Sorsa, Joe",RP,25,0.437063536,-0.047019408,0.007873568,-0.014834837,0.303747947,0,0.536322315,0.840070262,94.96048497,82.84229898,116.0785448,78.55345116,93.45421537,91.0266741,101.3805835,91.86591926,"La Sorsa, Joe",-0.005415839,25,"La Sorsa, Joe",0.009418997,25
Joe La Sorsa,2024,WSH,686747,"La Sorsa, Joe",RP,16,0.422226696,-0.034037024,0.007701862,-0.012558643,0.025293839,0,0.15683796,0.182131799,92.91396643,77.77686001,117.7037987,77.30855382,90.99251948,90.46497425,91.29849017,88.02461385,"La Sorsa, Joe",-0.002314921,16,"La Sorsa, Joe",0.010243722,16
Joe Mantiply,2023,ARI,573009,"Mantiply, Joe",RP,35,0.407626556,-0.067160229,0.005659928,-0.026014565,0.070980252,1.249016051,0.610789354,1.930785658,88.40603551,89.73417876,98.65205435,88.50993764,91.74304064,107.2743029,103.3520092,97.67189859,"Mantiply, Joe",-0.017611858,35,"Mantiply, Joe",0.008402707,35
Joe Mantiply,2024,ARI,573009,"Mantiply, Joe",RP,75,0.410856578,-0.093777979,0.004824191,-0.032976436,1.828393236,1.292282101,0.525977891,3.646653228,89.96316915,98.53117937,91.94660939,95.35291483,103.6213532,105.4123575,101.0648897,105.0331708,"Mantiply, Joe",-0.014620756,75,"Mantiply, Joe",0.01835568,75
Joe Ross,2024,MIL,605452,"Ross, Joe",RP,25,0.478701923,-0.071567515,0.003746895,-0.030831932,0.206326958,1.025657802,1.119081879,2.351066639,107.5705368,90.81514803,82.30404589,93.45769516,92.26046797,102.3284058,116.7567453,98.67267951,"Ross, Joe",-0.009098426,25,"Ross, Joe",0.021733506,25
Joel Payamps,2023,MIL,606303,"Payamps, Joel",RP,69,0.480870949,-0.139232907,0.00464292,-0.058715711,4.715452189,1.95849642,0.362796992,7.036745602,104.7146605,114.3963435,90.64584484,117.6330522,125.8865373,116.5034666,96.78670836,124.8513975,"Payamps, Joel",-0.002323098,69,"Payamps, Joel",0.056392613,69
Joel Payamps,2024,MIL,606303,"Payamps, Joel",RP,68,0.450405116,-0.133179631,0.005689191,-0.050780921,3.644540247,1.523258207,0.364423595,5.532222049,100.2268897,112.2195188,99.68897525,111.0877481,116.3415718,108.0839788,96.7906195,114.2900927,"Payamps, Joel",-0.005012592,68,"Payamps, Joel",0.045768329,68
Joey Wentz,2023,DET,666214,"Wentz, Joey",RP,25,0.446477881,-0.092569372,0.000222574,-0.037230683,0.590436698,0.122749834,0.501309438,1.214495971,97.05668667,98.42879789,55.84745063,98.4988315,95.56178681,92.623446,100.4536595,93.85902207,"Wentz, Joey",-0.024231154,25,"Wentz, Joey",0.012999529,25
Joey Wentz,2024,PIT,666214,"Wentz, Joey",RP,46,0.384559572,-0.045558624,0.006847986,-0.01526919,0.60565499,0.30034225,-0.006530316,0.899466923,83.1385145,81.77952401,110.0610034,79.70401815,95.05734501,93.9389299,86.9762272,91.54626483,"Wentz, Joey",-0.013971768,46,"Wentz, Joey",0.001297423,46
John Brebbia,2023,SF,605154,"Brebbia, John",RP,40,0.476254196,-0.107524594,0.004725447,-0.043040401,0.584781895,0.784300331,0.338920124,1.70800235,103.6866925,103.5462454,91.2955221,103.6728728,95.52021593,101.2291215,96.15459687,96.48600235,"Brebbia, John",-0.00902055,40,"Brebbia, John",0.03401985,40
John Brebbia,2024,ATL,605154,"Brebbia, John",RP,59,0.43743152,-0.119316224,0.005551134,-0.043960291,1.233520507,0.467979856,0.341174863,2.042675226,96.8599545,107.4032986,98.45326261,105.0599704,99.45488915,95.87793651,96.17552374,97.15867736,"Brebbia, John",-0.007519952,59,"Brebbia, John",0.036440339,59
John Curtiss,2023,NYM,595928,"Curtiss, John",RP,15,0.448413495,-0.07759381,0.004336578,-0.030068972,-0.101965399,0.217983068,0.260873713,0.376891382,97.48767128,93.30439013,88.23422109,92.12072727,90.4716433,93.86227254,94.0884116,89.40037507,"Curtiss, John",-0.004490647,15,"Curtiss, John",0.025578325,15
John King,2023,STL,667463,"King, John",RP,35,0.506568371,-0.097258211,0.005515143,-0.043847393,2.269360488,-0.105204911,0.695072574,2.859228151,110.4364585,100.0332464,97.51226088,104.3915668,107.9042726,89.65813257,105.5833065,102.6140842,"King, John",-0.011714192,35,"King, John",0.032133194,35
John King,2024,STL,667463,"King, John",RP,56,0.464168395,-0.093786335,0.006283055,-0.036187375,1.140532483,0.593403834,1.256771451,2.990707768,103.7987649,98.5340823,105.0044717,98.19060387,98.80360487,97.3286726,120.3996223,101.8129033,"King, John",-0.015083896,56,"King, John",0.021103479,56
John Schreiber,2023,BOS,670167,"Schreiber, John",RP,46,0.52009688,-0.089517485,0.008003101,-0.042615918,0.427930306,0.964492253,0.601616582,1.99403914,113.4487216,97.38448903,117.0982745,103.2948354,94.36713292,103.5731198,103.109171,98.00860275,"Schreiber, John",-0.005580193,46,"Schreiber, John",0.037035725,46
John Schreiber,2024,KC,670167,"Schreiber, John",RP,59,0.471053643,-0.133474968,0.004450194,-0.050267232,3.406336419,1.082754058,0.052882927,4.541973403,105.585639,112.3221201,88.59907138,110.6337713,114.6732021,102.9888186,88.54813372,109.4286131,"Schreiber, John",-0.011099681,59,"Schreiber, John",0.039167551,59
JoJo Romero,2023,STL,668941,"Romero, JoJo",RP,27,0.454312149,-0.107049133,0.006706379,-0.040064146,1.303126229,1.701020005,0.429929025,3.43407526,98.80106774,103.3835497,106.8900595,101.0222684,100.8010719,113.1541252,98.56394856,105.6740487,"Romero, JoJo",-0.012700207,27,"Romero, JoJo",0.027363939,27
JoJo Romero,2024,STL,668941,"Romero, JoJo",RP,65,0.396172634,-0.141943516,0.005254352,-0.044306571,1.639404124,1.47787661,0.502912884,3.620193618,86.15236092,115.2641379,95.79685636,105.3659979,102.2976812,107.5590654,100.4546548,104.9032712,"Romero, JoJo",-0.012574543,65,"Romero, JoJo",0.031732028,65
Jonathan Hernández,2023,TEX,642546,"Hernández, Jonathan",RP,33,0.526207962,-0.110148529,0.004451566,-0.045662448,1.053941858,-0.359232244,0.080086548,0.774796163,114.8094175,104.4441157,89.13943984,106.008026,98.96921118,86.35365799,89.30228789,91.51845916,"Hernández, Jonathan",-0.015448504,33,"Hernández, Jonathan",0.030213944,33
Jonathan Hernández,2024,SEA,642546,"Hernández, Jonathan",RP,29,0.446491062,-0.07230183,0.006270156,-0.030787349,-0.178364734,0.403563268,0.610513039,0.835711573,99.21110589,91.07025312,104.8890173,93.41829503,89.56610324,95.13285196,103.3014508,91.23326735,"Hernández, Jonathan",-0.010169452,29,"Hernández, Jonathan",0.020617897,29
Jonathan Loáisiga,2023,NYY,642528,"Loáisiga, Jonathan",RP,17,0.362067231,-0.103783436,0.004506794,-0.036173831,0.642355043,-0.296920154,0.035072734,0.380507623,78.26177834,102.2660786,89.57421255,97.55761642,95.94346073,87.164235,88.11060106,89.41962465,"Loáisiga, Jonathan",0,17,"Loáisiga, Jonathan",0.036173831,17
Jordan Balazovic,2023,MIN,666364,"Balazovic, Jordan",RP,18,0.393538062,-0.078385558,0.006248352,-0.02122098,0.29836026,0.096078798,-0.027588189,0.366850869,85.26908599,93.57531416,103.2843238,84.24084784,93.41460818,92.27650003,86.45172815,89.34692848,"Balazovic, Jordan",-0.003092761,18,"Balazovic, Jordan",0.018128219,18
Jordan Hicks,2023,TOR,663855,"Hicks, Jordan",RP,65,0.446542468,-0.124515401,0.005903994,-0.046606496,2.308770768,0.025759299,0.588507346,2.923037413,97.07106766,109.3602387,100.5734249,106.8487797,108.1939944,91.36175989,102.7621197,102.9537468,"Hicks, Jordan",-0.004376281,65,"Hicks, Jordan",0.042230215,65
Jordan Hicks,2024,SF,663855,"Hicks, Jordan",RP,29,0.469459654,-0.0993568,0.002318317,-0.040696624,0.730979769,1.90672694,1.697232146,4.334938855,105.1719638,100.4692908,69.51726244,102.1756831,95.93511458,112.5194299,132.0529677,108.4122075,NA,NA,NA,NA,NA,NA
Jordan Leasure,2024,CHW,673929,"Leasure, Jordan",RP,33,0.47223149,-0.100361516,0.006270894,-0.042128861,-0.369390054,0.568381414,0.226007986,0.424999346,105.8913165,100.8183342,104.8956252,103.4414317,88.2281698,97.03924685,93.12853361,89.21693625,"Leasure, Jordan",-0.002491834,33,"Leasure, Jordan",0.039637027,33
Jordan Romano,2023,TOR,605447,"Romano, Jordan",RP,59,0.476465957,-0.159212641,0.003882785,-0.063642725,4.884662927,1.900497485,0.195355464,6.980515876,103.7338433,121.2331019,84.66181241,122.0209717,127.1304776,115.7489966,92.35389441,124.5520815,"Romano, Jordan",-0.00256476,59,"Romano, Jordan",0.061077965,59
Jordan Romano,2024,TOR,605447,"Romano, Jordan",RP,15,0.441423116,-0.118754654,0.005679127,-0.044899278,0.640001933,-0.07133475,0.083854101,0.652521283,97.89586181,107.2082063,99.59889367,105.8898066,95.29790958,89.63986969,89.36754348,90.33392164,"Romano, Jordan",-0.000220687,15,"Romano, Jordan",0.044678591,15
Jordan Weems,2023,WSH,607179,"Weems, Jordan",RP,51,0.461036422,-0.099350244,0.006056252,-0.041272041,0.691076156,1.247015476,0.77824169,2.716333323,100.2982972,100.7491083,101.7720483,102.0980003,96.30163044,107.2482787,107.7851093,101.8534418,"Weems, Jordan",-0.016193102,51,"Weems, Jordan",0.025078939,51
Jordan Weems,2024,WSH,607179,"Weems, Jordan",RP,41,0.439029734,-0.070613327,0.006037381,-0.024509907,-0.533701676,0.10709126,0.029754011,-0.396856406,97.27472633,90.48365844,102.8055173,87.87056345,87.07733798,91.70366207,87.93620798,85.18215667,"Weems, Jordan",-0.010330121,41,"Weems, Jordan",0.014179786,41
Jorge Alcala,2024,MIN,660896,"Alcala, Jorge",RP,54,0.474286996,-0.117685066,0.006017776,-0.048461143,1.464387545,2.196125324,0.628642091,4.289154961,106.4247657,106.8366258,102.6300393,109.0376283,101.0718723,115.8668016,103.7810943,108.1874382,"Alcala, Jorge",-0.001634389,54,"Alcala, Jorge",0.046826754,54
Jorge López,2023,BAL,605347,"López, Jorge",RP,61,0.445210471,-0.106723719,0.00579705,-0.042456013,0.422852412,1.338121666,0.703871788,2.464845866,96.77448458,103.2721981,99.7315249,103.1524268,94.32980316,108.4334192,105.8162552,100.5147507,"López, Jorge",-0.006286603,61,"López, Jorge",0.03616941,61
Jorge López,2024,CHC,605347,"López, Jorge",RP,52,0.48262728,-0.096776242,0.006414328,-0.046573213,1.375530189,0.996995374,0.710578364,3.083103926,108.5892539,99.57279148,106.1794639,107.3691578,100.4495191,101.9968773,105.9488966,102.2665086,"López, Jorge",-0.004097929,52,"López, Jorge",0.042475284,52
Jose A. Ferrer,2023,WSH,678606,"Ferrer, Jose A.",RP,39,0.452017957,-0.091399175,0.005944475,-0.031300385,0.507714986,0.352058562,0.248811053,1.108584602,98.29024219,98.02837426,100.8921003,93.21740349,94.95366418,95.60637251,93.76906713,93.29524602,"Ferrer, Jose A.",-0.011805482,39,"Ferrer, Jose A.",0.019494903,39
Jose A. Ferrer,2024,WSH,678606,"Ferrer, Jose A.",RP,31,0.406610692,-0.094475837,0.006844486,-0.030586148,0.818978212,0.654333153,0.243486739,1.716798104,88.86126774,98.7736188,110.0296822,93.24048171,96.55145204,98.03342109,93.59097203,95.5588317,"Ferrer, Jose A.",-0.004930806,31,"Ferrer, Jose A.",0.025655342,31
José Alvarado,2023,PHI,621237,"Alvarado, José",RP,42,0.479266112,-0.133601105,0.005709091,-0.055792385,2.601576477,0.78878763,0.274451234,3.66481534,104.357327,112.4692274,99.03908268,115.029585,110.3465342,101.2874939,94.4478602,106.9022996,"Alvarado, José",-0.004058869,42,"Alvarado, José",0.051733515,42
José Alvarado,2024,PHI,621237,"Alvarado, José",RP,66,0.443713766,-0.121407368,0.007314913,-0.045975373,2.227989483,1.231843669,0.192541472,3.652374623,98.49033624,108.1297731,114.2403356,106.8408127,106.4201088,104.7132869,92.24310422,105.0612591,"Alvarado, José",-0.002171235,66,"Alvarado, José",0.043804138,66
José Buttó,2024,NYM,676130,"Buttó, José",RP,30,0.502289247,-0.124366007,0.003751993,-0.055460902,1.34101817,3.118692977,0.929204386,5.388915533,113.6919693,109.1576196,82.34968285,115.2237124,100.2077983,126.5378248,111.7331234,113.5865505,"Buttó, José",-0.009772883,30,"Buttó, José",0.045688019,30
José Cisnero,2023,DET,542585,"Cisnero, José",RP,63,0.447110719,-0.096389279,0.005131539,-0.040117081,1.229292581,-0.269155732,0.726087478,1.686224327,97.19759452,99.73591123,94.49240989,101.0694116,100.2582892,87.52540412,106.404389,96.37007592,"Cisnero, José",-0.007138024,63,"Cisnero, José",0.032979053,63
José Cisnero,2024,LAA,542585,"Cisnero, José",RP,15,0.459869523,-0.052449509,0.008234916,-0.026273866,0.290538936,0,0.011639697,0.302178633,102.6831126,84.17345325,122.4750096,89.42947361,92.85028518,90.46497425,87.4569544,88.61396608,"Cisnero, José",-0.004132995,15,"Cisnero, José",0.02214087,15
Jose Cuas,2023,CHC,621016,"Cuas, Jose",RP,72,0.491847178,-0.087012393,0.00584933,-0.037655474,0.3963881,0.709784717,0.859956547,1.966129365,107.1586319,96.52728473,100.1430927,98.87714369,94.1352527,100.2597969,109.9484123,97.86003643,"Cuas, Jose",-0.004995151,72,"Cuas, Jose",0.032660327,72
Jose Hernandez,2023,PIT,669796,"Hernandez, Jose",RP,50,0.408579173,-0.07093724,0.007212893,-0.022967342,0.487492451,-0.387880208,0.54117824,0.640790483,88.61814562,91.02661391,110.8774988,85.79612974,94.80499969,85.98099545,101.5091383,90.80513449,"Hernandez, Jose",-0.012145654,50,"Hernandez, Jose",0.010821688,50
José Leclerc,2023,TEX,600917,"Leclerc, José",RP,57,0.464290871,-0.097395312,0.004997741,-0.040560986,0.666526288,0.7733102,0.453810411,1.893646899,101.022934,100.0801604,93.43910683,101.4647457,96.12115388,101.0861581,99.19617964,97.47420553,"Leclerc, José",-0.019091565,57,"Leclerc, José",0.021469423,57
José Leclerc,2024,TEX,600917,"Leclerc, José",RP,64,0.416494844,-0.110851828,0.004516119,-0.038089492,2.25799599,0.013183845,0.436187746,2.707367582,91.42642383,104.4627233,89.18914631,99.87161272,106.6302731,90.61746726,98.68929618,100.4218864,"Leclerc, José",-0.018506891,64,"Leclerc, José",0.019582601,64
José Quijada,2024,LAA,650671,"Quijada, José",RP,22,0.475540457,-0.126067328,0.006084631,-0.05231947,0.047602303,0.889272061,0.37615398,1.313028343,106.7500667,109.7486676,103.2284417,112.4474509,91.14876704,100.7508788,97.10097235,93.57658362,"Quijada, José",-0.004688302,22,"Quijada, José",0.047631168,22
José Ruiz,2023,ARI,614179,"Ruiz, José",RP,38,0.397920109,-0.073312132,0.006208515,-0.024472611,0.211062497,0.659634236,0.185012009,1.055708743,86.24479423,91.83926583,102.9707138,87.13669792,92.77284505,99.60742226,92.08006383,93.01378291,"Ruiz, José",-0.00666232,38,"Ruiz, José",0.017810291,38
José Ruiz,2024,PHI,614179,"Ruiz, José",RP,52,0.41069271,-0.06228955,0.006227726,-0.024886445,0.32958015,1.342250334,0.600365813,2.272196297,89.92064178,87.59193488,104.5092392,88.20333104,93.12372823,105.9903229,103.0329839,98.2854772,"Ruiz, José",-0.000329157,52,"Ruiz, José",0.024557287,52
José Soriano,2023,LAA,667755,"Soriano, José",RP,38,0.526283776,-0.126379527,0.006357107,-0.060087606,2.147227344,0.169376648,0.636622157,2.953226148,114.8262984,109.9981141,104.1404757,118.8548396,107.0064197,93.22998357,104.0359017,103.1144443,"Soriano, José",-0.004495611,38,"Soriano, José",0.055591994,38
José Soriano,2024,LAA,667755,"Soriano, José",RP,22,0.467807805,-0.09623862,0.000726166,-0.040509426,2.88158349,0.923128377,0.577457406,4.382169273,104.7432724,99.38601865,55.2663851,102.0102449,110.9978542,101.1424831,102.4268922,108.6440783,NA,NA,NA,NA,NA,NA
José Suarez,2024,LAA,660761,"Suarez, José",RP,22,0.447065531,-0.054582437,0.005352993,-0.023759711,0.19382316,-0.115976778,0.226294934,0.304141316,99.36019342,84.91444354,96.67975871,87.20757224,92.17289188,89.12351069,93.13612545,88.62360158,"Suarez, José",-0.015351185,22,"Suarez, José",0.008408526,22
Josh Fleming,2024,TB,676596,"Fleming, Josh",RP,25,0.383233218,-0.063838244,0.007319011,-0.016575795,-0.192289226,0.736527463,0.147153048,0.691391285,82.79429616,88.129959,114.2770153,80.8587388,89.46857668,98.98413445,91.04225477,90.52474818,"Fleming, Josh",-0.012740704,25,"Fleming, Josh",0.003835091,25
Josh Hader,2023,SD,623352,"Hader, Josh",RP,61,0.468885386,-0.137403938,0.005075423,-0.055279924,3.066042235,1.058871501,0.274161609,4.399075345,102.0459505,113.7704985,94.05064499,114.5731953,113.7610203,104.8008374,94.44019274,110.8108338,"Hader, Josh",0,61,"Hader, Josh",0.055279924,61
Josh Hader,2024,HOU,623352,"Hader, Josh",RP,71,0.436827714,-0.143629879,0.005398787,-0.050568112,3.833809189,2.699513314,0.070390145,6.603712647,96.70325343,115.8499893,97.0896475,110.8996761,117.6672037,121.6893176,89.01132524,119.5504178,"Hader, Josh",-0.002379381,71,"Hader, Josh",0.048188731,71
Josh Sborz,2023,TEX,622250,"Sborz, Josh",RP,44,0.501306678,-0.115891869,0.005573684,-0.049583255,2.258659082,0.69642018,-0.029503874,2.925575387,109.2648881,106.4093985,97.97311292,109.4998341,107.825602,100.0859464,86.40101269,102.9672567,"Sborz, Josh",-0.015293187,44,"Sborz, Josh",0.034290075,44
Josh Sborz,2024,TEX,622250,"Sborz, Josh",RP,17,0.454541499,-0.13228879,0.006080395,-0.048249911,1.136092029,0.009796557,0.153475884,1.299364471,101.3003725,111.9100359,103.1905204,108.850951,98.77250412,90.57828766,91.20953915,93.50950286,"Sborz, Josh",-0.02133703,17,"Sborz, Josh",0.026912881,17
Josh Staumont,2023,KC,622251,"Staumont, Josh",RP,21,0.431990567,-0.040031216,0.005030703,-0.016853677,0.103184868,0.100621705,0.094694446,0.298501019,93.83093573,80.45104692,93.69859637,80.35139726,91.97979052,92.33559572,89.6890145,88.98309589,"Staumont, Josh",-0.000381235,21,"Staumont, Josh",0.016472441,21
Josh Staumont,2024,MIN,622251,"Staumont, Josh",RP,25,0.507306091,-0.065904457,0.006540289,-0.032254199,0.19773031,0.587829831,0.297131043,1.082691185,114.9939511,88.84777218,107.3069005,94.71463299,92.2002574,97.26420002,95.01024874,92.44577732,"Staumont, Josh",-0.000377708,25,"Staumont, Josh",0.03187649,25
Josh Taylor,2023,KC,657031,"Taylor, Josh",RP,17,0.507982019,-0.078445688,0.007744976,-0.032738541,-0.559907793,-0.287846925,0.286002312,-0.561752407,110.751222,93.59588987,115.0662284,94.49820225,87.1051132,87.28226267,94.75366115,84.40388702,"Taylor, Josh",-0.019988294,17,"Taylor, Josh",0.012750247,17
Josh Winckowski,2023,BOS,670174,"Winckowski, Josh",RP,60,0.498978854,-0.115293427,0.005478294,-0.046653195,1.918393464,0.061761434,1.585454499,3.565609396,108.7465738,106.2046207,97.22217216,106.890369,105.3241641,91.83008799,129.1551018,106.3742172,"Winckowski, Josh",-0.008093807,60,"Winckowski, Josh",0.038559387,60
Josh Winckowski,2024,BOS,670174,"Winckowski, Josh",RP,40,0.554629935,-0.102894712,0.0056416,-0.057523791,1.690394674,1.616093772,0.525210364,3.83169881,127.2755354,101.6983799,99.26300029,117.0468043,102.6548169,109.1577759,101.0445831,105.9416248,"Winckowski, Josh",-0.009464676,40,"Winckowski, Josh",0.048059115,40
Josh Winder,2023,MIN,680739,"Winder, Josh",RP,19,0.451013172,-0.055544319,0.00864703,-0.023162306,0.31679563,-0.266079818,0.830684652,0.881400464,98.06651634,85.75939259,122.1674865,85.96976105,93.55013446,87.56541666,109.1734739,92.08592376,"Winder, Josh",-0.003714164,19,"Winder, Josh",0.019448142,19
Jovani Moran,2023,MIN,663558,"Moran, Jovani",RP,43,0.487479797,-0.094576859,0.00624064,-0.03914478,0.709374794,0.634143053,0.642149826,1.985667672,106.1861892,99.11572914,103.2236066,100.2034956,96.43615154,99.27582421,104.1822401,97.96404065,"Moran, Jovani",-0.008615472,43,"Moran, Jovani",0.030529308,43
JT Chargois,2023,MIA,608638,"Chargois, JT",RP,46,0.44703737,-0.085429885,0.005637572,-0.032425111,0.460695892,0.881675834,0.552289765,1.89466149,97.18126265,95.98577483,98.47606213,94.21906665,94.60800673,102.4958154,101.8033026,97.47960629,"Chargois, JT",-0.00271064,46,"Chargois, JT",0.029714471,46
JT Chargois,2024,SEA,608638,"Chargois, JT",RP,36,0.337228333,-0.074440848,0.005471812,-0.019611705,-0.257777686,0.350963466,0.863214469,0.95640025,70.85501093,91.81335923,97.74327653,83.54174497,89.00989821,94.52444813,109.9872166,91.8257706,"Chargois, JT",-0.000639198,36,"Chargois, JT",0.018972508,36
Julian Merryweather,2023,CHC,657240,"Merryweather, Julian",RP,69,0.406941858,-0.095113425,0.005584237,-0.032539392,3.142276549,1.27536997,-0.006211168,4.41143535,88.25358039,99.29933354,98.05619064,94.32084377,114.3214513,107.6171237,87.01765918,110.8766273,"Merryweather, Julian",-0.006277249,69,"Merryweather, Julian",0.026262138,69
Julian Merryweather,2024,CHC,657240,"Merryweather, Julian",RP,15,0.374995137,-0.083570413,0.005242658,-0.025143866,-0.076900147,0.065451276,0.182572003,0.171123132,80.65633199,94.98501766,95.69218475,88.43082881,90.27675702,91.22202667,91.97934022,87.97056843,"Merryweather, Julian",-0.014978855,15,"Merryweather, Julian",0.010165011,15
Justin Anderson,2024,CHW,605121,"Anderson, Justin",RP,56,0.404253532,-0.100771674,0.005647241,-0.035663803,0.538789072,0.327066022,0.520126669,1.385981763,88.24953266,100.9608254,99.31348723,97.72789327,94.58901888,94.2480346,100.9100829,93.93473768,"Anderson, Justin",-0.006888771,56,"Anderson, Justin",0.028775031,56
Justin Bruihl,2023,COL,677865,"Bruihl, Justin",RP,27,0.48092824,-0.062045088,0.006554688,-0.030846117,0.434492308,0.337398674,0.005385026,0.777276008,104.7274169,87.98385624,105.6958986,92.81283941,94.415373,95.41567165,87.32465453,91.53165961,"Bruihl, Justin",-0.009456825,27,"Bruihl, Justin",0.021389291,27
Justin Garza,2023,BOS,621057,"Garza, Justin",RP,17,0.575049583,-0.055048649,0.005809822,-0.027268775,0.035219663,-0.228838131,-0.029046127,-0.222664594,125.6845119,85.58978204,99.83206871,89.62691646,91.48014928,88.04986929,86.41313099,86.20888293,"Garza, Justin",-0.012350256,17,"Garza, Justin",0.014918519,17
Justin Lawrence,2023,COL,664875,"Lawrence, Justin",RP,69,0.51233203,-0.121705298,0.005277201,-0.054076453,2.260652071,0.929965963,0.921015663,4.111633697,111.7197971,108.3986648,95.63910898,113.5014035,107.8402533,103.12399,111.5648792,109.2807552,"Lawrence, Justin",-0.002335684,69,"Lawrence, Justin",0.051740773,69
Justin Lawrence,2024,COL,664875,"Lawrence, Justin",RP,56,0.521364692,-0.10187527,0.006133479,-0.04340046,-0.182076026,0.661020546,0.140061512,0.619006031,118.6424692,101.3442202,103.6656641,104.5652158,89.54010951,98.11077187,90.85463275,90.16938345,"Lawrence, Justin",-0.012687836,56,"Lawrence, Justin",0.030712623,56
Justin Martinez,2024,ARI,679885,"Martinez, Justin",RP,64,0.462165264,-0.113000807,0.00560308,-0.050136623,2.560969927,1.481632288,0.838911664,4.881513879,103.2789082,105.2092899,98.91821831,110.518345,108.7522901,107.6025061,109.3442331,111.095537,"Martinez, Justin",-0.008728834,64,"Martinez, Justin",0.041407789,64
Justin Slaten,2024,BOS,686580,"Slaten, Justin",RP,44,0.436350528,-0.133476594,0.004468985,-0.048479077,2.169367585,0.680323752,0.600461331,3.450152669,96.57941325,112.3226852,88.76726597,109.0534775,106.0095234,98.33404544,103.0355111,104.0684803,"Slaten, Justin",-0.002364393,44,"Slaten, Justin",0.046114683,44
Justin Topa,2023,SEA,623437,"Topa, Justin",RP,75,0.452735349,-0.130632389,0.006374113,-0.052077776,2.792850694,2.554588096,0.768831715,6.116270504,98.4499769,111.4533781,104.274353,111.7214137,111.7526726,124.2576313,107.5359914,119.9516231,"Topa, Justin",-0.009118665,75,"Topa, Justin",0.04295911,75
Justin Wilson,2024,CIN,458677,"Wilson, Justin",RP,60,0.441351862,-0.09593634,0.006503135,-0.034941375,1.236560207,-0.500040407,0.57140183,1.30792163,97.87736983,99.281005,106.9743415,97.08944321,99.47617909,84.6811786,102.2666788,93.55151297,"Wilson, Justin",-0.017654163,60,"Wilson, Justin",0.017287212,60
Kaleb Ort,2023,BOS,672391,"Ort, Kaleb",RP,21,0.548086737,-0.073262776,0.006186422,-0.037998822,-0.049333074,-0.124987236,0.156102666,-0.018217644,119.6809542,91.82237675,102.7967913,99.18292379,90.858566,89.40079731,91.31472358,87.29717303,"Ort, Kaleb",-0.001816159,21,"Ort, Kaleb",0.036182662,21
Kaleb Ort,2024,HOU,672391,"Ort, Kaleb",RP,22,0.425153049,-0.081002293,0.005360974,-0.029548789,0.33497378,0.320996593,0.165308694,0.821279066,93.67341965,94.09283924,96.75119858,92.32370945,93.16150499,94.17783159,91.52260185,91.16241308,"Ort, Kaleb",-0.007884885,22,"Ort, Kaleb",0.021663905,22
Keegan Akin,2023,BAL,669211,"Akin, Keegan",RP,24,0.428014319,-0.078089829,0.006775404,-0.031454878,0.417441411,0.108743208,0.226838804,0.753023422,92.94558285,93.47412026,107.4334434,93.3549922,94.29002457,92.44124301,93.18737812,91.40256084,"Akin, Keegan",-0.015824432,24,"Akin, Keegan",0.015630445,24
Keegan Akin,2024,BAL,669211,"Akin, Keegan",RP,66,0.445877206,-0.084004228,0.006933198,-0.031935631,0.727629409,0.30840972,1.485500491,2.52153962,99.05179676,95.13572717,110.8237176,94.43309682,95.9116488,94.03224355,126.4511464,99.50959147,"Akin, Keegan",-0.005866849,66,"Akin, Keegan",0.026068783,66
