pitcher_name,game_year,team,pitcher,player_name.x,role,appearences,threat,pressure,momentum,danger,hero_save,hero_hold,hero_losing,hero_total,threat_plus,pressure_plus,momentum_plus,danger_plus,hero_save_plus,hero_hold_plus,hero_losing_plus,hero_plus,player_name.y,avg_danger_final,total_appearances.x,player_name,avg_net_danger,total_appearances.y
Danny Coulombe,2024,BAL,543056,"Coulombe, Danny",RP,33,0.452370119,-0.120806726,0.0041883,-0.04886452,1.642946517,1.615099352,0.325972647,3.584018515,100.7368515,107.921107,86.25493672,109.3941158,102.322492,109.1462737,95.77331607,104.7256749,"Coulombe, Danny",-0.008921414,33,"Coulombe, Danny",0.039943106,33
Danny Young,2024,NYM,664849,"Young, Danny",RP,42,0.39451959,-0.069379074,0.006164452,-0.022040057,0.699051004,0.296446034,0.517483391,1.512980429,85.72335935,90.05487247,103.9428928,85.68781715,95.71148683,93.8938637,100.8401492,94.55821889,"Young, Danny",-0.010154784,42,"Young, Danny",0.011885273,42
Dany Jiménez,2023,OAK,666204,"Jiménez, Dany",RP,25,0.400624084,-0.127241582,0.00614124,-0.040048718,0.71410454,-0.348966788,0.26668179,0.631819542,86.84686235,110.293096,102.4411009,101.0085283,96.47092193,86.48719455,94.24217349,90.75738134,"Jiménez, Dany",-0.007931308,25,"Jiménez, Dany",0.03211741,25
Dany Jiménez,2024,OAK,666204,"Jiménez, Dany",RP,25,0.461459011,-0.119344679,0.007298239,-0.049515842,0.666929991,0.01505281,0.101641712,0.783624513,103.0956199,107.4131843,114.0910884,109.9697254,95.48651258,90.63908493,89.83815341,90.97755361,"Jiménez, Dany",-0.010221233,25,"Jiménez, Dany",0.039294608,25
Dauri Moreta,2023,PIT,664294,"Moreta, Dauri",RP,55,0.430054207,-0.084175331,0.00601019,-0.031855427,1.066580112,0.896335347,0.763264665,2.726180124,93.39978508,95.5564858,101.4094289,93.711715,99.06212038,102.6865114,107.3886105,101.9058572,"Moreta, Dauri",-0.010870769,55,"Moreta, Dauri",0.020984658,55
David Bednar,2023,PIT,670280,"Bednar, David",RP,66,0.464112502,-0.157247077,0.005457886,-0.059224913,5.490122411,1.413041162,0.264884668,7.168048242,100.9832183,120.5605161,97.06151526,118.0865393,131.5814689,109.4079977,94.19459684,125.5503337,"Bednar, David",0,66,"Bednar, David",0.059224913,66
David Bednar,2024,PIT,670280,"Bednar, David",RP,62,0.489441721,-0.125277777,0.005063439,-0.04870724,0.668009278,0.49561931,0.213628064,1.377256652,110.3577522,109.4743732,94.08804918,109.2551184,95.49407187,96.19763259,92.80099585,93.89190303,"Bednar, David",-0.002737971,62,"Bednar, David",0.045969269,62
David Robertson,2023,MIA,502085,"Robertson, David",RP,62,0.469914903,-0.159217434,0.005409806,-0.05958695,3.146757028,1.333900234,0.264270739,4.744928001,102.2751832,121.2347421,96.6830197,118.4089636,114.3543892,108.3785054,94.1783438,112.6518396,"Robertson, David",-0.000868458,62,"Robertson, David",0.058718492,62
David Robertson,2024,TEX,502085,"Robertson, David",RP,68,0.476594577,-0.148419418,0.004672391,-0.06076596,4.84432145,2.417808716,0.190699312,7.452829478,107.0236339,117.5139,90.5878889,119.912093,124.7447898,118.4309373,92.19436587,123.7190316,"Robertson, David",-0.005397852,68,"Robertson, David",0.055368108,68
Daysbel Hernández,2024,ATL,678226,"Hernández, Daysbel",RP,16,0.520924473,-0.090503927,0.005698168,-0.047631714,0.864711235,0.6668373,0.323864296,1.855412831,118.5282226,97.39375664,99.76932322,108.3046155,96.87176425,98.17805227,95.71753506,96.23934026,"Hernández, Daysbel",-0.005807246,16,"Hernández, Daysbel",0.041824469,16
Declan Cronin,2024,ATL,686539,"Cronin, Declan",RP,56,0.473212109,-0.091176765,0.006734142,-0.039532888,1.280396863,2.391629476,0.523019043,4.195045382,106.1458088,97.62750394,109.0420197,101.147223,99.78320922,118.128131,100.9866069,107.7254211,"Cronin, Declan",-0.006592565,56,"Cronin, Declan",0.032940323,56
Dedniel Núñez,2024,NYM,673380,"Núñez, Dedniel",RP,25,0.452401456,-0.095783844,0.00608419,-0.039205583,2.299566233,0.112192502,0.160610476,2.572369211,100.744984,99.2280273,103.2244887,100.857965,106.9214294,91.76266638,91.39830029,99.75913185,"Núñez, Dedniel",-0.011145649,25,"Núñez, Dedniel",0.028059934,25
Dennis Santana,2024,PIT,642701,"Santana, Dennis",RP,62,0.478884129,-0.093228001,0.005127893,-0.038465694,2.648151248,0.062606328,1.763445467,4.474203042,107.6178234,98.34011416,94.6649525,100.2040836,109.3629044,91.18912015,133.8047851,109.0959045,"Santana, Dennis",-0.005802777,62,"Santana, Dennis",0.032662917,62
Derek Law,2023,CIN,571882,"Law, Derek",RP,54,0.466045327,-0.086606786,0.006437012,-0.036456298,0.835336269,0.491420343,0.898062313,2.224818925,101.4135818,96.38849218,104.7695124,97.80917658,97.36214814,97.4192383,110.9572168,99.23706498,"Law, Derek",-0.009425933,54,"Law, Derek",0.027030369,54
Derek Law,2024,WSH,571882,"Law, Derek",RP,75,0.4542599,-0.102717723,0.005400319,-0.040549988,1.804126784,2.110354419,0.988681518,4.903162722,101.2272914,101.6368927,97.10336279,102.0460921,103.4513919,114.874719,113.3067202,111.2018188,"Law, Derek",-0.009870467,75,"Law, Derek",0.030679521,75
Devin Williams,2023,MIL,642207,"Williams, Devin",RP,61,0.441558996,-0.171968314,0.004307907,-0.0596401,3.919449113,3.568849118,0.009554974,7.497853205,95.96144571,125.5978976,88.00851359,118.4562987,120.0347787,137.4514862,87.43504892,127.3059161,"Williams, Devin",0,61,"Williams, Devin",0.0596401,61
Devin Williams,2024,MIL,642207,"Williams, Devin",RP,22,0.451570631,-0.175258668,0.005474882,-0.063719793,2.545477997,0.584375481,0.06698197,3.196835448,100.5293666,126.8379956,97.77075392,122.5225626,108.6437852,97.22424473,88.92115456,102.8248567,"Williams, Devin",-0.00120134,22,"Williams, Devin",0.062518454,22
Dillon Tate,2024,TOR,622253,"Tate, Dillon",RP,33,0.467179864,-0.055757012,0.006012361,-0.020913252,0.47041471,0,0.306175098,0.776589808,104.5803078,85.32249717,102.5815694,84.69199533,94.11012767,90.46497425,95.24952887,90.94301776,"Tate, Dillon",-0.005781221,33,"Tate, Dillon",0.015132031,33
Dinelson Lamet,2023,BOS,659275,"Lamet, Dinelson",RP,17,0.504331356,-0.080546165,0.004695957,-0.035453945,-0.028368881,-0.184505674,-0.16130047,-0.374175025,109.9383638,94.31464065,91.06336385,96.91649723,91.01268274,88.62656107,82.91185562,85.40237884,"Lamet, Dinelson",-0.005721251,17,"Lamet, Dinelson",0.029732693,17
DL Hall,2023,BAL,669084,"Hall, DL",RP,18,0.412738345,-0.097626995,0.006720308,-0.037750833,0.655618419,0.483004878,0.137765191,1.276388488,89.54422847,100.1594386,106.9997139,98.96206894,96.04096547,97.30976705,90.8292609,94.18848169,"Hall, DL",-0.007986985,18,"Hall, DL",0.029763848,18
Domingo Tapia,2023,SD,593619,"Tapia, Domingo",RP,15,0.504152821,-0.064009047,0.007873523,-0.033021425,0.126960971,0.061593678,0.208246919,0.396801568,109.8986112,88.6558926,116.0781922,94.75013431,92.15457881,91.82790576,92.69518023,89.50635883,"Tapia, Domingo",-0.009271026,15,"Tapia, Domingo",0.023750399,15
Dominic Leone,2023,SEA,608678,"Leone, Dominic",RP,51,0.451067516,-0.067139905,0.00645881,-0.031082628,0.395824082,0.5903268,0.774924044,1.761074927,98.07861668,89.7272244,104.9411141,93.02347295,94.13110636,98.70584739,107.6972786,96.76851261,"Leone, Dominic",-0.003991765,51,"Leone, Dominic",0.027090863,51
Dominic Leone,2024,CHW,608678,"Leone, Dominic",RP,23,0.554976107,-0.096466164,0.007098061,-0.047461837,-0.353346107,0.191664158,0.416504267,0.254822318,127.3653747,99.46506854,112.2993561,108.1544852,88.34054094,92.68188774,98.16852692,88.38147723,"Leone, Dominic",-0.010405577,23,"Leone, Dominic",0.03705626,23
Drew Rasmussen,2024,TB,656876,"Rasmussen, Drew",RP,16,0.421406443,-0.102449333,0.00522859,-0.034920369,1.068043608,0.181359923,0.351942433,1.601345964,92.70109262,101.5436528,95.5662704,97.07087891,98.29589579,92.56270219,96.46040324,94.99203645,"Rasmussen, Drew",-0.006702695,16,"Rasmussen, Drew",0.028217674,16
Drew Smith,2023,NYM,622098,"Smith, Drew",RP,62,0.449875867,-0.104830727,0.00613651,-0.039591716,1.695612338,-0.504136712,0.379715005,1.571190631,97.81328349,102.6244455,102.4038621,100.6015296,103.6864049,84.46869102,97.23459248,95.75774087,"Smith, Drew",-0.004962184,62,"Smith, Drew",0.034629539,62
Drew Smith,2024,NYM,622098,"Smith, Drew",RP,19,0.484102856,-0.091292438,0.006751824,-0.044325981,1.058540235,-0.133802685,0.055052979,0.979790529,108.9721985,97.66768949,109.2002863,105.3831518,98.22933455,88.91732455,88.60554718,91.94060173,"Smith, Drew",-0.001511945,19,"Smith, Drew",0.042814036,19
Drew Smyly,2023,CHC,592767,"Smyly, Drew",RP,41,0.49117652,-0.091119571,0.002409837,-0.0426564,1.516706004,0.719198294,1.341920501,3.577824799,107.0093031,97.93269819,73.06628883,103.3308884,102.371188,100.3822519,122.7078308,106.4392409,"Smyly, Drew",-0.018008661,41,"Smyly, Drew",0.024647739,41
Drew Smyly,2024,CHC,592767,"Smyly, Drew",RP,50,0.425566607,-0.099488507,0.006356426,-0.039779585,0.502355245,-0.106876044,0.485414926,0.880894127,93.78074703,100.5150465,105.6611983,101.3652435,94.33383786,89.22877576,99.99170825,91.45508443,"Smyly, Drew",-0.015510326,50,"Smyly, Drew",0.024269259,50
Drew VerHagen,2023,STL,572403,"VerHagen, Drew",RP,60,0.445333701,-0.083230298,0.005536533,-0.033015155,0.693412488,0.274207511,0.847309215,1.814929213,96.80192318,95.23310983,97.68065356,94.74455045,96.31880581,94.59365936,109.6135893,97.05518398,"VerHagen, Drew",-0.011924228,60,"VerHagen, Drew",0.021090935,60
Drey Jameson,2023,ARI,686753,"Jameson, Drey",RP,15,0.36995398,-0.071438123,0.006185229,-0.021755266,1.215123634,0.252458092,0.562765479,2.030347206,80.01784497,91.19800846,102.7873966,84.71667444,100.1541272,94.31073547,102.0806346,98.20187396,"Jameson, Drey",-0.004696005,15,"Jameson, Drey",0.017059262,15
Duane Underwood Jr.,2023,PIT,621249,"Underwood Jr., Duane",RP,20,0.49113027,-0.087304512,0.004859207,-0.035970462,1.094698469,0.091943489,0.12823403,1.314875987,106.999005,96.62724355,92.3485248,97.37649921,99.26883042,92.22270651,90.5769348,94.39335422,"Underwood Jr., Duane",-0.003149456,20,"Underwood Jr., Duane",0.032821006,20
Dylan Coleman,2023,KC,669395,"Coleman, Dylan",RP,23,0.473921946,-0.096880675,0.007057123,-0.036720937,0.247936455,-0.386513388,0.032934778,-0.105642156,103.1673928,99.90405944,109.6512297,98.04486044,93.04392126,85.99877551,88.05400122,86.83180424,"Coleman, Dylan",-0.012345005,23,"Coleman, Dylan",0.024375932,23
Dylan Covey,2023,PHI,592229,"Covey, Dylan",RP,29,0.515673622,-0.061377657,0.006730421,-0.029714666,0.02807254,0.002579509,0.775175003,0.805827052,112.4638374,87.75547144,107.0793273,91.80518755,91.42760773,91.06022923,107.7039224,91.68363947,"Covey, Dylan",-0.01201527,29,"Covey, Dylan",0.017699396,29
Dylan Floro,2023,MIN,571670,"Floro, Dylan",RP,62,0.478128935,-0.129552179,0.006130994,-0.050080761,2.158269132,-0.010964669,0.362236187,2.509540649,104.1041227,111.083747,102.3604433,109.9429043,107.0875926,90.88404193,96.77186171,100.7526652,"Floro, Dylan",-0.002984048,62,"Floro, Dylan",0.047096713,62
Dylan Floro,2024,ARI,571670,"Floro, Dylan",RP,66,0.426629883,-0.083355525,0.006337627,-0.029947294,0.783368289,0.620698976,0.937891005,2.341958269,94.05669065,94.91036426,105.4929311,92.67589039,96.30204161,97.64438612,111.9629468,98.62796332,"Floro, Dylan",-0.010204251,66,"Floro, Dylan",0.019743043,66
Dylan Lee,2023,ATL,669276,"Lee, Dylan",RP,24,0.512377466,-0.099160616,0.006425362,-0.044741671,0.732857695,0.8717261,0.228044189,1.832627984,111.729914,100.6842204,104.6777983,105.1879968,96.60878438,102.3663859,93.21928925,97.14939618,"Lee, Dylan",-0.013761215,24,"Lee, Dylan",0.030980456,24
Dylan Lee,2024,ATL,669276,"Lee, Dylan",RP,52,0.419616985,-0.088144913,0.005434072,-0.030772894,1.642105732,0.599348367,0.693882335,2.935336434,92.23668854,96.5742226,97.40547583,93.4055202,102.3166032,97.39743096,105.5071668,101.5410659,"Lee, Dylan",-0.006375858,52,"Lee, Dylan",0.024397037,52
Eduard Bazardo,2024,SEA,660825,"Bazardo, Eduard",RP,23,0.450483899,-0.036324994,0.006489579,-0.016262839,0.049166568,0.467835829,0.287129999,0.804132395,100.2473355,78.57171251,106.8530082,80.58216164,91.15972308,95.87627061,94.74564935,91.07823403,"Bazardo, Eduard",-0.000203558,23,"Bazardo, Eduard",0.016059281,23
Eduardo Salazar,2024,WSH,674285,"Salazar, Eduardo",RP,26,0.417473616,-0.05514184,0.005858149,-0.019116406,0.226290071,0.561695825,0.18938198,0.977367875,91.68043696,85.10878295,101.2012624,83.10402048,92.40028878,96.96191694,92.15951297,91.92870807,"Salazar, Eduardo",-0.011796515,26,"Salazar, Eduardo",0.007319891,26
Edwin Díaz,2024,NYM,621242,"Díaz, Edwin",RP,54,0.423335423,-0.156771655,0.005607806,-0.052815238,1.076463381,1.597339569,0.289861943,2.963664892,93.20170539,120.4155108,98.96052172,112.8855888,98.35486753,108.9408524,94.81792887,101.6801403,"Díaz, Edwin",-0.001185298,54,"Díaz, Edwin",0.051629939,54
Edwin Uceta,2024,TB,670955,"Uceta, Edwin",RP,30,0.46156463,-0.124109981,0.005387134,-0.048965758,2.652676303,0.840120784,0.737285339,4.230082426,103.1230302,109.0686748,96.98535009,109.4835855,109.3945977,100.1823628,106.6554877,107.8974303,"Uceta, Edwin",-0.007496595,30,"Uceta, Edwin",0.041469164,30
Eli Morgan,2023,CLE,669212,"Morgan, Eli",RP,61,0.400085993,-0.084166518,0.0068732,-0.030720331,0.255878224,0.855838127,1.138743597,2.250459948,86.72705076,95.55346999,108.2033221,92.70081656,93.10230459,102.1597097,117.3289656,99.37355452,"Morgan, Eli",-0.008204809,61,"Morgan, Eli",0.022515522,61
Eli Morgan,2024,CLE,669212,"Morgan, Eli",RP,32,0.455086611,-0.081115293,0.005104857,-0.038379793,0.204304135,0.993451464,0.926607969,2.124363568,101.4418411,94.13209609,94.45876602,100.1281677,92.2463002,101.9558861,111.6644295,97.55971423,"Morgan, Eli",-0.008238601,32,"Morgan, Eli",0.030141192,32
Elvis Peguero,2023,MIL,665625,"Peguero, Elvis",RP,59,0.461964657,-0.129399349,0.005609633,-0.050479335,1.974236218,1.885379233,0.631795934,4.491411384,100.5049783,111.0314508,98.25611702,110.2978682,105.734688,115.5523332,103.9081332,111.3023471,"Peguero, Elvis",-0.003198994,59,"Peguero, Elvis",0.047280341,59
Elvis Peguero,2024,MIL,665625,"Peguero, Elvis",RP,52,0.435428183,-0.125182108,0.005796514,-0.04646632,1.740566297,-0.214325386,0.338281657,1.864522568,96.34004432,109.4411374,100.6495838,107.27469,103.0062169,87.98594611,96.09897771,96.28406317,"Peguero, Elvis",-0.005410567,52,"Peguero, Elvis",0.041055752,52
Emilio Pagán,2023,MIN,641941,"Pagán, Emilio",RP,66,0.439780421,-0.103528853,0.005684391,-0.04097058,0.222659134,2.649365479,1.132384062,4.004408675,95.56542764,102.1789641,98.84463537,101.8295239,92.85809688,125.490528,117.1606045,108.7099865,"Pagán, Emilio",-0.003021694,66,"Pagán, Emilio",0.03794889,66
Emilio Pagán,2024,CIN,641941,"Pagán, Emilio",RP,38,0.461462392,-0.109449573,0.005049854,-0.042276723,0.68242799,0.809396128,0.348512907,1.840337026,103.0964973,103.9755726,93.96645633,103.5721057,95.59505993,99.82698127,96.36966767,96.16532781,"Pagán, Emilio",-0.008407634,38,"Pagán, Emilio",0.033869088,38
Emmanuel Clase,2023,CLE,661403,"Clase, Emmanuel",RP,75,0.466127779,-0.161076367,0.004661463,-0.063686821,0.86992526,1.607561578,0.082323962,2.5598108,101.4319406,121.8708403,90.79182022,122.0602428,97.61642658,111.9383859,89.36152074,101.0202578,"Clase, Emmanuel",0,75,"Clase, Emmanuel",0.063686821,75
Emmanuel Clase,2024,CLE,661403,"Clase, Emmanuel",RP,74,0.513414166,-0.159873889,0.00514492,-0.07034153,8.124214546,2.780226451,0.225910563,11.13035156,116.5791318,121.493243,94.81735909,128.3745667,147.7170256,122.6228987,93.12595606,141.7732838,"Clase, Emmanuel",0,74,"Clase, Emmanuel",0.07034153,74
Emmanuel Ramirez,2024,MIA,642629,"Ramirez, Emmanuel",RP,15,0.446700904,-0.052536511,0.005734233,-0.026874468,0.047412185,-0.031326288,0.144047799,0.160133696,99.26556467,84.20367801,100.0921293,89.96025959,91.14743546,90.10263383,90.96009866,87.91661742,"Ramirez, Emmanuel",-0.002393221,15,"Ramirez, Emmanuel",0.024481247,15
Enoli Paredes,2024,CHC,660600,"Paredes, Enoli",RP,18,0.419102436,-0.077820762,0.007363801,-0.02656024,0.66112518,0.279360596,0.339876839,1.280362614,92.10315166,92.98755876,114.6779195,89.68255889,95.44585593,93.69624231,96.14118169,93.41621604,"Paredes, Enoli",-0.007439531,18,"Paredes, Enoli",0.019120709,18
Enyel De Los Santos,2023,CLE,660853,"De Los Santos, Enyel",RP,70,0.42722797,-0.109904973,0.00557131,-0.039495271,1.312955887,1.642242234,0.703814984,3.659013105,92.77049392,104.3607745,97.95442424,100.5156378,100.8733339,112.3895238,105.8147513,106.8714138,"De Los Santos, Enyel",-0.005152803,70,"De Los Santos, Enyel",0.03434247,70
Enyel De Los Santos,2024,CHW,660853,"De Los Santos, Enyel",RP,64,0.455430395,-0.08121895,0.005716415,-0.03417647,1.52694677,0.99757699,0.096823681,2.621347441,101.5310607,94.16810701,99.9326494,96.41345323,101.5100346,102.0036047,89.71068193,99.99958324,"De Los Santos, Enyel",-0.006572428,64,"De Los Santos, Enyel",0.027604042,64
Erasmo Ramírez,2023,TB,541640,"Ramírez, Erasmo",RP,38,0.555088887,-0.076732863,0.00748222,-0.039105151,-0.206275232,-0.19517514,1.079786954,0.678336582,121.2400556,93.00978746,112.9977294,100.1682024,89.70481718,88.48776901,115.768159,91.00499586,"Ramírez, Erasmo",-0.008732591,38,"Ramírez, Erasmo",0.03037256,38
Erik Miller,2024,SF,669062,"Miller, Erik",RP,73,0.433973749,-0.098597014,0.005608251,-0.038018215,0.462640378,1.129641467,0.761450505,2.35373235,95.9625864,100.2053371,98.96449797,99.80862053,94.05567657,103.5311491,107.2948297,98.68576643,"Miller, Erik",-0.007636206,73,"Miller, Erik",0.030324489,73
Erik Swanson,2023,TOR,657024,"Swanson, Erik",RP,69,0.451525098,-0.131623138,0.004528246,-0.051010366,4.809690201,1.803061465,0.375215983,6.98796765,98.18050191,111.7923973,89.74309199,110.7707961,126.5793211,114.4815154,97.11548628,124.5917479,"Swanson, Erik",-0.004465652,69,"Swanson, Erik",0.046544714,69
Erik Swanson,2024,TOR,657024,"Swanson, Erik",RP,45,0.441351108,-0.071959196,0.006649822,-0.029661187,-0.30700671,0.590954564,0.036153098,0.320100952,97.87717437,90.95122032,108.2873007,92.42304186,88.66510016,97.30034273,88.10550974,88.70195306,"Swanson, Erik",-0.014503641,45,"Swanson, Erik",0.015157546,45
Ethan Roberts,2024,CHC,681799,"Roberts, Ethan",RP,21,0.35559861,-0.050571245,0.006100961,-0.013202518,0.179616406,-0.432051763,0.38970423,0.137268874,75.62250422,83.5209344,103.3746012,77.87758246,92.07338836,85.4675799,97.45947369,87.80436594,"Roberts, Ethan",-0.001485051,21,"Roberts, Ethan",0.011717467,21
Evan Phillips,2023,LAD,623465,"Phillips, Evan",RP,62,0.458024506,-0.120672385,0.005621849,-0.045681419,3.802862873,1.24502198,0.145389499,5.193274351,99.62766268,108.0452177,98.3522868,106.024921,119.1777035,107.2223466,91.0311053,115.0384289,"Phillips, Evan",-0.001732452,62,"Phillips, Evan",0.043948958,62
Evan Phillips,2024,LAD,623465,"Phillips, Evan",RP,61,0.4457831,-0.126634539,0.005483603,-0.049277417,2.311694479,0.708498705,0.145578774,3.165771958,99.02737426,109.9457196,97.84880896,109.7590164,107.0063751,98.65993543,91.00060392,102.6723551,"Phillips, Evan",-0.001977563,61,"Phillips, Evan",0.047299854,61
Félix Bautista,2023,BAL,642585,"Bautista, Félix",RP,56,0.440178852,-0.169600282,0.005491497,-0.059898729,6.321057734,2.21656685,0,8.537624584,95.65414236,124.7875935,97.32611749,118.6866289,137.6900293,119.8605352,87.18209242,132.8407157,"Bautista, Félix",-0.000228127,56,"Bautista, Félix",0.059670601,56
Fernando Cruz,2023,CIN,518585,"Cruz, Fernando",RP,58,0.532890784,-0.086132513,0.007249754,-0.037517298,1.925363695,0.213016169,1.515852046,3.654231911,116.2974174,96.22620329,111.1676802,98.75408625,105.3754052,93.79766142,127.3124602,106.845963,"Cruz, Fernando",-0.010290106,58,"Cruz, Fernando",0.027227184,58
Fernando Cruz,2024,CIN,518585,"Cruz, Fernando",RP,69,0.451705883,-0.123317234,0.005016338,-0.047006732,2.534313648,0.412543298,0.675282279,3.622139225,100.5644675,108.7932705,93.66646042,107.7522834,108.5655906,95.23672089,105.0150619,104.9128229,"Cruz, Fernando",-0.003017727,69,"Cruz, Fernando",0.043761993,69
Francisco Pérez,2023,OAK,660906,"Pérez, Francisco",RP,17,0.388498232,-0.067510729,0.006235438,-0.027388514,-0.391968354,-0.159190267,-0.071087416,-0.622246037,84.14691538,89.85411442,103.1826583,89.73355427,88.33970774,88.95587256,85.3001382,84.0818738,"Pérez, Francisco",-0.006953881,17,"Pérez, Francisco",0.020434633,17
Fraser Ellard,2024,CHW,686642,"Ellard, Fraser",RP,25,0.465567871,-0.118477286,0.006548822,-0.046419389,-0.036476645,1.038197861,0.495451017,1.497172233,104.1619598,107.1118472,107.3832757,107.2332146,90.55988156,102.4734523,100.2572349,94.48061089,"Ellard, Fraser",-0.010381508,25,"Ellard, Fraser",0.036037881,25
Gabe Speier,2023,SEA,642100,"Speier, Gabe",RP,69,0.427485435,-0.10383682,0.007226303,-0.038989632,2.004336722,1.241184182,1.113832118,4.359353022,92.8278213,102.2843455,110.9830635,100.0653233,105.9559697,107.1724232,116.669464,110.5993882,"Speier, Gabe",-0.01390547,69,"Speier, Gabe",0.025084169,69
Gabe Speier,2024,SEA,642100,"Speier, Gabe",RP,29,0.427273535,-0.105933435,0.00328099,-0.038587056,0.786791719,0.537347116,0.160715687,1.484854522,94.22373268,102.754048,78.13386591,100.3113384,96.32601918,96.68028379,91.40108386,94.4201389,"Speier, Gabe",-0.016302096,29,"Speier, Gabe",0.02228496,29
Garrett Cleavinger,2023,TB,664076,"Cleavinger, Garrett",RP,15,0.584319221,-0.09454977,0.00522498,-0.049631162,-0.85023449,0.958552164,0.10514975,0.213467424,127.7484931,99.1064596,95.22800782,109.5424986,84.97079767,103.4958491,89.96580615,88.53045416,"Cleavinger, Garrett",-0.012341828,15,"Cleavinger, Garrett",0.037289334,15
Garrett Cleavinger,2024,TB,664076,"Cleavinger, Garrett",RP,68,0.417832115,-0.13639134,0.005926445,-0.047696698,1.885700752,1.822595944,0.358526471,4.066823167,91.77347522,113.3352832,101.8125659,108.3620455,104.0227327,111.5463156,96.63459827,107.0959331,"Cleavinger, Garrett",-0.009773484,68,"Cleavinger, Garrett",0.040372362,68
Gavin Hollowell,2023,COL,668970,"Hollowell, Gavin",RP,26,0.552505109,-0.078687916,0.006117905,-0.042532737,0.688469853,0.705131949,0.226327757,1.61992956,120.6647506,93.67877645,102.2574025,103.2207558,96.28247039,100.1992721,93.17384879,96.01718272,"Hollowell, Gavin",-0.003244155,26,"Hollowell, Gavin",0.039288582,26
Génesis Cabrera,2023,TOR,650893,"Cabrera, Génesis",RP,61,0.368977574,-0.087671463,0.005563971,-0.024807678,0.637179699,0.825071339,0.63083045,2.093081488,79.80043813,96.75280846,97.89665124,87.43510288,95.90541457,101.7594848,103.8825732,98.53581437,"Cabrera, Génesis",-0.012824556,61,"Cabrera, Génesis",0.011983121,61
Génesis Cabrera,2024,TOR,650893,"Cabrera, Génesis",RP,69,0.441677659,-0.099265817,0.005503699,-0.03320194,2.328489464,1.153101774,1.004427858,4.486019096,97.96192134,100.4376827,98.02868838,95.55220558,107.1240065,103.8025064,113.7233239,109.1539137,"Cabrera, Génesis",-0.009003488,69,"Cabrera, Génesis",0.024198452,69
George Soriano,2023,MIA,666277,"Soriano, George",RP,26,0.468494218,-0.066496337,0.004811243,-0.028146047,0.012746467,0.981589837,0.659693767,1.654030071,101.9588528,89.50700508,91.97093837,90.40820061,91.31493922,103.795531,104.646695,96.1987029,"Soriano, George",-0.005904786,26,"Soriano, George",0.02224127,26
George Soriano,2024,MIA,666277,"Soriano, George",RP,22,0.521811151,-0.067932078,0.006631491,-0.026311435,-0.817223936,0,0.307676221,-0.509547715,118.7583352,89.55217856,108.1232195,89.4626758,85.09155978,90.46497425,95.28924433,84.62891531,"Soriano, George",-0.006144305,22,"Soriano, George",0.02016713,22
Gerson Garabito,2024,TEX,642520,"Garabito, Gerson",RP,18,0.42275782,-0.061215838,0.005047492,-0.028499347,-0.112515412,0.277150134,0.276883484,0.441518206,93.05180482,87.21892169,93.94531073,91.396258,90.02730918,93.67067466,94.47455554,89.29803316,"Garabito, Gerson",-0.02364629,18,"Garabito, Gerson",0.004853058,18
Giovanny Gallegos,2023,STL,606149,"Gallegos, Giovanny",RP,56,0.43989091,-0.136590724,0.005303574,-0.050643153,2.233489757,0.917408212,0.37840749,3.52930546,95.5900291,113.492229,95.84672692,110.4437619,107.6405715,102.9606345,97.1999776,106.1809679,"Gallegos, Giovanny",-0.005080761,56,"Gallegos, Giovanny",0.045562392,56
Giovanny Gallegos,2024,STL,606149,"Gallegos, Giovanny",RP,21,0.421433035,-0.078911503,0.006655472,-0.031062635,0.563868442,-0.126731474,-0.197544203,0.239592765,92.70799384,93.36648779,108.3378715,93.66158052,94.76467375,88.99911482,81.92253949,88.30670999,"Gallegos, Giovanny",-0.015415821,21,"Gallegos, Giovanny",0.015646814,21
Grant Anderson,2023,TEX,681982,"Anderson, Grant",RP,26,0.500094696,-0.113924006,0.006708849,-0.044161123,0.187351487,0.7533536,0.586178964,1.52688405,108.9950275,105.7360258,106.9095039,104.67097,92.59853528,100.8265559,102.7004786,95.52189283,"Anderson, Grant",-0.009254794,26,"Anderson, Grant",0.034906329,26
Grant Anderson,2024,TEX,681982,"Anderson, Grant",RP,23,0.442479804,-0.053361096,0.006239893,-0.016042466,0.519922873,0.088335989,0.16918729,0.777446152,98.17009588,84.4901434,104.6181399,80.38740548,94.4568808,91.48672629,91.62521854,90.94722186,"Anderson, Grant",-0.008016232,23,"Anderson, Grant",0.008026233,23
Grant Hartwig,2023,NYM,701643,"Hartwig, Grant",RP,28,0.424745785,-0.089796125,0.006413061,-0.034394924,0.997219795,0.132652403,0.320372272,1.45024447,92.21780963,97.47983517,104.5809604,95.97335026,98.55222307,92.75226201,95.66356469,95.11393322,"Hartwig, Grant",-0.007537975,28,"Hartwig, Grant",0.026856949,28
Grant Holman,2024,OAK,680880,"Holman, Grant",RP,18,0.431119575,-0.111949666,0.005857449,-0.045892217,-0.499875621,0.805659746,0.222890726,0.528674851,95.22186501,104.8441181,101.194997,106.7673233,87.31425427,99.78376382,93.04605972,89.72591585,"Holman, Grant",-0.011246599,18,"Holman, Grant",0.034645619,18
